composer	composer_first	work_group	work catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Alkan	Charles Valentin		Op.	27			Le chemin de fer		1844.0	MS	1844.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	9.0	31.0	32.0	21.0	25.0	22.0	9.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin		Op.	29			Bourrée d'Auvergne		1846.0	MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	25.0	21.0	16.0	58.0	94.0	53.0	18.0	3.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	1			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	45.0	34.0	29.0	20.0	39.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	2			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	13.0	37.0	44.0	25.0	26.0	23.0	8.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	3			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	44.0	29.0	18.0	22.0	27.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	4			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	25.0	38.0	46.0	68.0	58.0	34.0	10.0	16.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	5			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	24.0	63.0	49.0	38.0	24.0	45.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	6			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0	12.0	35.0	45.0	31.0	16.0	3.0	10.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	7			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	32.0	39.0	61.0	66.0	51.0	21.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	8			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	35.0	14.0	65.0	70.0	41.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	9			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	26.0	40.0	33.0	19.0	32.0	22.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	10			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	21.0	38.0	60.0	45.0	30.0	31.0	14.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	11			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	12.0	40.0	52.0	27.0	30.0	27.0	12.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	12			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	29.0	25.0	27.0	41.0	46.0	30.0	16.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	13			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	30.0	44.0	45.0	28.0	33.0	26.0	7.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	14			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	26.0	17.0	34.0	58.0	30.0	23.0	7.0	6.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	15			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	43.0	35.0	22.0	60.0	48.0	36.0	18.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	16			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	29.0	31.0	40.0	47.0	33.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	17			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	44.0	55.0	36.0	87.0	92.0	51.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	18			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	15.0	19.0	28.0	19.0	16.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	19			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	180.0	156.0	107.0	278.0	291.0	177.0	37.0	3.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	20			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	24.0	28.0	43.0	20.0	15.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	21			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	39.0	58.0	46.0	36.0	44.0	29.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	22			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	14.0	31.0	39.0	33.0	29.0	24.0	18.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	23			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	256.0	214.0	75.0	56.0	88.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	24			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	102.0	151.0	264.0	180.0	193.0	65.0	1.0	59.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Préludes	Op.	31	25			1846.0		MS	1846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	218.0	151.0	234.0	237.0	290.0	146.0	74.0	9.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Impromptus	Op.	32	1	1.0	Vaghezza	1847.0	1848.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	42.0	50.0	35.0	90.0	89.0	51.0	27.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Impromptus	Op.	32	1	2.0	L'Amitié	1845.0	1848.0	MS	1845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	90.0	69.0	101.0	192.0	167.0	118.0	51.0	15.0	23.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Impromptus	Op.	32	1	3.0	Fantasietta alla Moresca	1847.0	1848.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	26.0	32.0	51.0	62.0	43.0	28.0	6.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Impromptus	Op.	32	1	4.0	La Foi	1848.0	1848.0	MS	1848.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	59.0	46.0	53.0	86.0	87.0	52.0	41.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	1.0			1849.0	MS	1849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	31.0	23.0	37.0	29.0	22.0	49.0	18.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	2.0			1849.0	MS	1849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	118.0	86.0	128.0	227.0	235.0	243.0	84.0	24.0	18.0	18.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	3.0			1849.0	MS	1849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	65.0	50.0	33.0	34.0	38.0	28.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Grande Sonate “Les Quatre Âges”	Op.	33		1.0			1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	189.0	411.0	282.0	240.0	172.0	235.0	173.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Grande Sonate “Les Quatre Âges”	Op.	33		2.0			1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	35.0	20.0	28.0	61.0	56.0	34.0	18.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Grande Sonate “Les Quatre Âges”	Op.	33		3.0			1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	55.0	60.0	71.0	82.0	93.0	73.0	49.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Grande Sonate “Les Quatre Âges”	Op.	33		4.0			1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	96.0	80.0	114.0	81.0	50.0	60.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin		Op.	34			Scherzo Focoso		1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	23.0	33.0	31.0	26.0	26.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	1				1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	29.0	30.0	36.0	28.0	33.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	2				1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	68.0	131.0	199.0	287.0	228.0	164.0	158.0	89.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	3				1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	78.0	72.0	39.0	53.0	50.0	47.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	5				1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	29.0	38.0	31.0	68.0	82.0	54.0	32.0	6.0	5.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	7		L'Incendie au village voisin		1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	24.0	294.0	668.0	531.0	366.0	304.0	355.0	274.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	9		Contrapunctus		1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	97.0	115.0	123.0	247.0	225.0	152.0	77.0	29.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	10		Chant d'Amour - chant de Mort		1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	39.0	34.0	81.0	78.0	49.0	25.0	11.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	11				1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	36.0	33.0	58.0	47.0	31.0	30.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Etudes	Op.	35	12		Technique des Octaves		1847.0	MS	1847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	20.0	16.0	22.0	55.0	43.0	25.0	12.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Marches	Op.	37	1		Quasi da Cavalleria		1857.0	MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	35.0	26.0	65.0	54.0	41.0	18.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Marches	Op.	37	2		Quasi da Cavalleria		1857.0	MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	84.0	94.0	95.0	211.0	183.0	121.0	71.0	43.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Marches	Op.	37	3		Quasi da Cavalleria		1857.0	MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	159.0	177.0	172.0	398.0	356.0	230.0	121.0	42.0	21.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	1		Comme le vent	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	26.0	24.0	33.0	60.0	50.0	28.0	3.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	2		En rhythme mollosique	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	32.0	33.0	52.0	63.0	37.0	25.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	3		Scherzo Diabolico	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	24.0	44.0	69.0	49.0	51.0	30.0	8.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	4		Symphony for Solo Piano mov. 1	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	42.0	28.0	84.0	64.0	56.0	29.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	5		Symphony for Solo Piano mov. 2	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	2.0	22.0	71.0	67.0	22.0	32.0	14.0	32.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	6		Symphony for Solo Piano mov. 3	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	25.0	31.0	40.0	92.0	83.0	43.0	22.0	20.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	7		Symphony for Solo Piano mov. 4	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	24.0	294.0	668.0	531.0	366.0	304.0	355.0	274.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	8		Concerto for Solo Piano mov. 1	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	38.0	37.0	47.0	73.0	47.0	32.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	9		Concerto for Solo Piano mov. 2	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	14.0	48.0	43.0	26.0	19.0	29.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	10		Concerto for Solo Piano mov. 3	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	16.0	39.0	53.0	29.0	24.0	27.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkan	Charles Valentin	Douze Études dans les tons Mineurs	Op.	39	11		Ouverture in B minor	1857.0		MS	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	23.0	32.0	28.0	70.0	92.0	75.0	21.0	17.0	23.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
