composer	composer_first	work_group	work catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	876	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	91.0	158.0	166.0	127.0	120.0	106.0	98.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	876	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	249.0	338.0	439.0	376.0	315.0	268.0	260.0	12.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	877	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	65.0	178.0	251.0	253.0	198.0	150.0	174.0	64.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	877	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	70.0	90.0	79.0	49.0	56.0	55.0	25.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	878	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	48.0	196.0	273.0	222.0	168.0	192.0	176.0	64.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	878	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	183.0	309.0	380.0	235.0	221.0	307.0	169.0	35.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	879	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	89.0	159.0	186.0	136.0	120.0	134.0	101.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	879	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	116.0	183.0	223.0	159.0	136.0	175.0	115.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	880	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	78.0	150.0	152.0	112.0	89.0	164.0	74.0	33.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	880	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	216.0	330.0	320.0	298.0	246.0	247.0	178.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	881	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	198.0	312.0	403.0	346.0	304.0	285.0	241.0	28.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	881	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	140.0	198.0	195.0	201.0	155.0	142.0	108.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	882	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	73.0	92.0	125.0	104.0	81.0	91.0	68.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	882	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	252.0	278.0	217.0	206.0	250.0	159.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	883	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	131.0	124.0	106.0	158.0	167.0	104.0	60.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	883	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	272.0	240.0	291.0	315.0	340.0	257.0	139.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	884	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	244.0	292.0	231.0	366.0	423.0	344.0	218.0	4.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	884	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	110.0	160.0	207.0	140.0	147.0	104.0	104.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	885	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	167.0	271.0	333.0	248.0	206.0	197.0	172.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	885	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	36.0	44.0	31.0	83.0	49.0	48.0	30.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	886	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	258.0	476.0	458.0	333.0	412.0	431.0	333.0	10.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	886	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	173.0	339.0	286.0	200.0	303.0	321.0	261.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	887	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	122.0	240.0	197.0	119.0	181.0	187.0	141.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	887	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	218.0	386.0	327.0	274.0	333.0	351.0	298.0	5.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	888	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	220.0	271.0	237.0	221.0	300.0	294.0	173.0	2.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	888	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	177.0	379.0	352.0	314.0	166.0	240.0	141.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	889	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	230.0	394.0	433.0	284.0	276.0	281.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	889	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	60.0	96.0	100.0	79.0	73.0	74.0	62.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	890	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	24.0	58.0	45.0	41.0	28.0	36.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	890	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	161.0	139.0	92.0	117.0	121.0	67.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	891	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	73.0	72.0	77.0	61.0	63.0	40.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	891	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	247.0	230.0	175.0	135.0	152.0	81.0	3.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	892	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	244.0	229.0	141.0	132.0	134.0	94.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	892	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	120.0	302.0	310.0	228.0	205.0	249.0	136.0	19.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	893	1			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	71.0	155.0	152.0	152.0	123.0	118.0	82.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bach	Johann Sebastian	Wohltemperiertes Klavier II	BWV	893	2			1740.0		MS	1740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	257.0	497.0	507.0	377.0	324.0	341.0	222.0	20.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Balakirev	Mily	Islamey		18				1869.0		MS	1869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	95.0	74.0	71.0	161.0	182.0	115.0	42.0	11.0	33.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	1	1.0	Piano Sonata No. 1	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	23.0	45.0	47.0	50.0	31.0	36.0	32.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	1	2.0	Piano Sonata No. 1	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	31.0	42.0	43.0	41.0	35.0	42.0	21.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	1	3.0	Piano Sonata No. 1	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	35.0	52.0	34.0	38.0	30.0	51.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	1	4.0	Piano Sonata No. 1	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	45.0	35.0	33.0	35.0	58.0	26.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	2	1.0	Piano Sonata No. 2	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	34.0	27.0	46.0	45.0	49.0	17.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	2	2.0	Piano Sonata No. 2	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	33.0	51.0	38.0	38.0	39.0	46.0	29.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	2	3.0	Piano Sonata No. 2	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	37.0	55.0	23.0	56.0	29.0	46.0	24.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	2	4.0	Piano Sonata No. 2	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	29.0	44.0	35.0	24.0	36.0	29.0	27.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	3	1.0	Piano Sonata No. 3	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	61.0	47.0	35.0	39.0	45.0	43.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	3	2.0	Piano Sonata No. 3	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	45.0	29.0	31.0	45.0	42.0	32.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	3	3.0	Piano Sonata No. 3	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	31.0	35.0	29.0	43.0	51.0	31.0	24.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	2	3	4.0	Piano Sonata No. 3	1795.0		MS	1795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	42.0	31.0	27.0	52.0	52.0	33.0	22.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	7		1.0	Piano Sonata No. 4	1797.0		MS	1797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	131.0	315.0	254.0	151.0	138.0	164.0	81.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	7		2.0	Piano Sonata No. 4	1797.0		MS	1797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	74.0	74.0	96.0	148.0	144.0	77.0	28.0	22.0	22.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	7		3.0	Piano Sonata No. 4	1797.0		MS	1797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	144.0	93.0	83.0	139.0	150.0	92.0	2.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	7		4.0	Piano Sonata No. 4	1797.0		MS	1797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0	7.0	41.0	24.0	24.0	105.0	89.0	42.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	1	1.0	Piano Sonata No. 5	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	48.0	0.0	0.0	71.0	176.0	77.0	100.0	268.0	298.0	150.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	1	2.0	Piano Sonata No. 5	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	19.0	71.0	29.0	60.0	96.0	121.0	62.0	14.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	1	3.0	Piano Sonata No. 5	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	31.0	62.0	44.0	61.0	115.0	129.0	70.0	25.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	2	1.0	Piano Sonata No. 6	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	8.0	25.0	19.0	25.0	51.0	67.0	35.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	2	2.0	Piano Sonata No. 6	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	0.0	7.0	60.0	44.0	44.0	88.0	109.0	64.0	27.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	2	3.0	Piano Sonata No. 6	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	79.0	137.0	195.0	95.0	103.0	103.0	67.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	3	1.0	Piano Sonata No. 7	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	16.0	48.0	35.0	35.0	71.0	84.0	48.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	3	2.0	Piano Sonata No. 7	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	19.0	56.0	30.0	47.0	79.0	108.0	49.0	15.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	3	3.0	Piano Sonata No. 7	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	4.0	0.0	15.0	86.0	57.0	65.0	136.0	130.0	83.0	38.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	10	3	4.0	Piano Sonata No. 7	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	235.0	182.0	212.0	384.0	514.0	220.0	65.0	33.0	79.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	13		1.0	Piano Sonata No. 8	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	102.0	56.0	80.0	224.0	169.0	136.0	32.0	16.0	39.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	13		2.0	Piano Sonata No. 8	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	5.0	79.0	185.0	193.0	95.0	81.0	132.0	77.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	13		3.0	Piano Sonata No. 8	1798.0		MS	1798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	2.0	0.0	24.0	71.0	57.0	74.0	156.0	129.0	66.0	39.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	14	1	1.0	Piano Sonata No. 9	1799.0		MS	1799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	84.0	224.0	215.0	104.0	99.0	161.0	78.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	14	1	2.0	Piano Sonata No. 9	1799.0		MS	1799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	16.0	77.0	46.0	45.0	90.0	100.0	45.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	14	1	3.0	Piano Sonata No. 9	1799.0		MS	1799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	4.0	0.0	21.0	76.0	60.0	50.0	104.0	148.0	81.0	22.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	14	2	1.0	Piano Sonata No. 10	1799.0		MS	1799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	0.0	19.0	57.0	54.0	40.0	113.0	123.0	66.0	21.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beethoven	Ludwig van	Piano Sonatas	Op.	14	2	2.0	Piano Sonata No. 10	1799.0		MS	1799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	3.0	0.0	28.0	61.0	36.0	52.0	120.0	136.0	59.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
