composer	composer_first	work_group	work_catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	8	4.0	Vivace		1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	20	39	23	30	70	67	45	7	1	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	9	1.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	90	118	47	16	45	44	5	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	9	2.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	56	141	134	103	91	94	97	17	0	4	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	9	3.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	70	55	36	44	43	33	5	0	8	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	9	4.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	112	128	69	47	77	55	13	1	12	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	10	1.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	14	20	36	30	13	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	10	2.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	31	35	75	80	52	16	2	16	4	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	10	3.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	4	32	47	42	59	122	115	63	19	4	19	5	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	10	4.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	14	32	18	25	46	29	22	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	10	5.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	5	68	101	85	99	150	122	88	20	7	13	5	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	11	1.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	14	13	17	41	48	35	11	3	12	10	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	11	2.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	77	44	61	103	121	93	35	9	27	13	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	11	3.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	39	20	34	50	63	37	9	2	14	5	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	11	4.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	6	49	70	36	63	58	96	43	9	0	17	1	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	12	1.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	67	76	64	55	65	42	4	0	6	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	12	2.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	58	121	123	123	107	97	97	28	2	2	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	12	3.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	19	18	17	35	35	15	2	2	10	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	1	12	4.0			1681.0	CCARH	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	127	222	218	171	143	189	141	16	0	2	0	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	1		Arietta	1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	16	0	1	22	53	38	23	22	54	22	9	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	2			1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	27	98	27	46	112	176	35	40	31	49	0	0	1	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	3			1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	22	4	60	107	104	44	60	39	37	6	0	2	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	4		Alfedans	1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	33	104	39	19	157	176	97	38	1	21	27	0	0	0	1	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	6			1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	32	0	73	140	176	73	24	27	45	0	0	0	0	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	7			1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	87	42	47	109	124	71	8	3	28	6	0	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	12	8			1866.0	1867.0	DCML	1866.0	0	0	0	0	0	0	0	0	4	0	10	27	66	65	41	26	63	29	7	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	1	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	62	73	46	35	56	32	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	1	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	143	138	107	113	117	76	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	1	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	3	77	111	107	87	64	103	58	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	1	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	143	122	110	59	107	58	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	10	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	30	18	24	41	56	19	2	4	14	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	10	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	109	95	83	180	194	115	27	7	46	9	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	10	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	15	18	20	6	2	0	6	4	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	10	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	51	57	65	73	110	138	71	32	12	17	13	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	11	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	1	6	19	33	19	49	49	51	27	7	10	14	2	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	11	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	58	117	76	111	128	156	112	13	7	31	6	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	11	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	2	19	25	17	44	52	37	15	4	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	11	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	26	67	32	45	85	73	38	4	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	112	91	5	8	68	6	3	2	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	164	80	13	5	92	6	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	27	30	18	16	15	16	5	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	131	137	72	98	90	70	11	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	57	108	97	68	74	61	57	16	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	79	168	181	144	132	123	109	36	0	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	12	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	78	174	141	91	87	97	71	8	0	8	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	2	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	61	71	50	38	36	32	11	2	1	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	2	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	53	89	104	64	68	79	54	6	4	1	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	2	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	60	45	44	55	63	31	5	0	11	4	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	2	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	66	104	113	95	70	101	64	19	3	5	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	3	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	1	3	24	54	43	41	29	35	21	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	3	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	22	66	77	45	32	39	45	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	3	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	47	92	93	57	62	68	59	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	3	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	3	89	176	174	152	134	121	102	12	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	75	47	70	107	108	56	7	8	24	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	75	47	70	107	108	56	7	8	24	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	65	48	57	106	114	51	23	3	16	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	65	48	57	106	114	51	23	3	16	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	77	51	82	87	97	58	6	10	15	2	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	77	51	82	87	97	58	6	10	15	2	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	46	86	87	94	120	155	97	29	12	23	24	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	4	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	46	86	87	94	120	155	97	29	12	23	24	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	5	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	51	36	46	66	83	42	9	3	19	6	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	5	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	110	91	97	133	186	104	24	8	24	7	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	5	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	45	26	35	46	65	32	7	1	9	4	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	5	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	115	50	86	108	150	94	26	2	29	9	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	6	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	117	104	68	77	81	59	13	0	8	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	6	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	16	35	41	34	21	3	6	10	2	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	6	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	146	152	109	92	102	79	5	0	3	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	6	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	110	111	84	61	97	59	17	0	3	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	7	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	20	12	32	47	50	30	7	8	14	8	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	7	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	35	66	43	64	88	84	51	12	8	20	3	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	7	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	34	28	62	78	54	21	0	4	18	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	7	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	58	35	73	89	90	38	5	6	21	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	8	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	88	82	55	60	71	48	8	0	4	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	8	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	151	153	111	122	121	99	14	0	8	3	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	8	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	52	25	33	55	62	28	8	0	11	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	8	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	163	156	207	106	170	195	127	12	0	6	7	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	9	1.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	13	19	11	38	57	49	20	10	4	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	9	2.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	29	61	41	47	88	99	60	13	5	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	9	3.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	0	30	48	33	36	69	73	38	6	1	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	3	9	4.0			1689.0	CCARH	1689.0	0	0	0	0	0	0	0	0	0	1	35	65	26	71	116	135	63	14	5	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	43	1		Sommerfugl	1886.0	1886.0	DCML	1886.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	32	64	87	105	100	138	113	52	40	32	14	8	9	0	0	0	0	0	0
Grieg	Edvard	Lyrical Pieces	Op.	47	2		Albumblad	1886.0	1888.0	DCML	1886.0	0	0	0	0	0	0	0	0	0	16	110	8	30	247	173	163	157	176	120	147	65	42	18	16	12	1	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	1	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	50	47	27	39	53	38	4	2	7	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	1	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	50	47	27	39	53	38	4	2	7	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	10	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	19	17	28	40	29	14	1	6	7	4	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	10	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	122	127	58	61	71	58	8	3	4	4	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	11	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	46	71	44	71	91	92	56	7	15	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	11	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	1	75	135	81	110	126	181	108	27	8	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	11	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	44	106	74	92	114	145	117	35	10	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	12	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	56	21	33	61	66	37	3	3	13	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	12	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	79	78	67	116	127	61	11	3	22	9	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	12	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	37	48	29	57	77	83	25	1	8	14	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	2	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	2	36	47	26	82	90	94	42	11	8	27	1	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	2	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	2	36	47	26	82	90	94	42	11	8	27	1	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	3	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	71	68	45	39	48	33	10	0	2	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	3	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	102	103	96	82	73	72	21	4	2	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	3	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	50	57	38	40	30	34	9	0	3	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	3	4.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	51	89	80	61	54	75	44	8	8	1	6	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	4	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	68	62	40	28	37	33	6	0	3	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	4	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	80	76	55	42	50	38	14	0	3	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	4	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	50	40	41	76	81	36	14	12	19	2	2	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	5	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	56	32	46	70	86	32	8	10	17	4	2	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	5	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44	90	61	80	119	136	71	19	1	24	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	5	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30	41	34	39	69	53	34	6	5	7	2	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	5	4.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	14	15	27	27	13	5	1	5	1	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	6	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	73	63	52	35	35	42	11	0	7	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	6	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	54	98	102	93	62	87	52	15	0	6	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	7	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	54	98	102	93	62	87	52	15	0	6	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	7	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	79	81	62	52	65	41	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	7	4.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	2	46	101	100	71	79	77	62	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	8	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	35	25	39	65	67	38	10	15	14	3	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	8	2.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	95	123	107	133	152	88	20	5	17	7	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	8	3.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	55	17	47	41	49	22	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Corelli	Arcangelo	12 Trio Sonatas	Op. 	4	9	1.0			1694.0	CCARH	1694.0	0	0	0	0	0	0	0	0	0	0	0	0	23	54	84	52	34	51	49	17	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
